,index,seconds,minutes,dateTime,ser_vol,ser_cur,ser_pow,cli_vol,cli_cur,cli_pow,newIndex,cli_temp
288,1426,1426.259,23.7709833333,20220426 13:44:28,5,0.47,2.35,5,0.8,4.0,18,
289,1427,1427.257,23.7876166667,20220426 13:44:29,5,0.47,2.35,5,0.74,3.7,19,
290,1428,1428.259,23.8043166667,20220426 13:44:30,5,0.47,2.35,5,0.75,3.95,20,
291,1429,1429.256,23.8209333333,20220426 13:44:31,5,0.47,2.35,5,0.75,3.75,21,
292,1430,1430.26,23.8376666667,20220426 13:44:32,5,0.41,2.05,5,0.49,2.45,22,
293,1431,1431.258,23.8543,20220426 13:44:33,5,0.4,2.0,5,0.5,2.5,23,
294,1432,1432.255,23.8709166667,20220426 13:44:34,5,0.41,2.05,5,0.7,3.5,24,
295,1433,1433.264,23.8877333333,20220426 13:44:35,5,0.4,2.0,5,0.44,2.2,25,
296,1434,1434.257,23.9042833333,20220426 13:44:36,5,0.41,2.05,5,0.41,2.05,26,
297,1435,1435.259,23.9209833333,20220426 13:44:37,5,0.46,2.3,5,0.75,3.75,27,
298,1436,1436.256,23.9376,20220426 13:44:38,5,0.41,2.05,5,0.66,3.3,28,
299,1437,1437.26,23.9543333333,20220426 13:44:39,5,0.41,2.05,5,0.41,2.05,29,
300,1438,1438.257,23.97095,20220426 13:44:40,5,0.41,2.05,5,0.42,2.1,30,
301,1439,1439.258,23.9876333333,20220426 13:44:41,5,0.47,2.35,5,0.74,3.7,31,
302,1440,1440.256,24.0042666667,20220426 13:44:42,5,0.41,2.05,5,0.79,3.95,32,
303,1441,1441.261,24.0210166667,20220426 13:44:43,5,0.4,2.0,5,0.49,2.45,33,
304,1442,1442.258,24.0376333333,20220426 13:44:44,5,0.41,2.05,5,0.41,2.05,34,
305,1443,1443.26,24.0543333333,20220426 13:44:45,5,0.47,2.35,5,0.87,4.35,35,
306,1444,1444.259,24.0709833333,20220426 13:44:46,5,0.41,2.05,5,0.64,3.2,36,
307,1445,1445.257,24.0876166667,20220426 13:44:47,5,0.4,2.0,5,0.41,2.05,37,
308,1446,1446.265,24.1044166667,20220426 13:44:48,5,0.41,2.05,5,0.76,3.8,38,
309,1447,1447.26,24.121,20220426 13:44:49,5,0.41,2.05,5,0.88,4.4,39,
310,1448,1448.258,24.1376333333,20220426 13:44:50,5,0.42,2.1,5,0.67,3.35,40,
311,1449,1449.259,24.1543166667,20220426 13:44:51,5,0.41,2.05,5,0.66,3.3,41,
312,1450,1450.256,24.1709333333,20220426 13:44:52,5,0.41,2.05,5,0.63,3.15,42,
313,1451,1451.258,24.1876333333,20220426 13:44:53,5,0.4,2.0,5,0.49,2.45,43,
314,1452,1452.256,24.2042666667,20220426 13:44:54,5,0.4,2.0,5,0.46,2.3,44,
315,1453,1453.265,24.2210833333,20220426 13:44:55,5,0.41,2.05,5,0.45,3.85,45,
316,1454,1454.257,24.2376166667,20220426 13:44:56,5,0.4,2.0,5,0.65,3.25,46,
317,1455,1455.26,24.2543333333,20220426 13:44:57,5,0.51,2.55,5,0.84,4.2,47,
318,1456,1456.257,24.27095,20220426 13:44:58,5,0.49,2.45,5,0.66,3.3,48,
319,1457,1457.257,24.2876166667,20220426 13:44:59,5,0.41,2.05,5,0.5,2.5,49,
320,1458,1458.257,24.3042833333,20220426 13:45:00,5,0.4,2.0,5,0.49,2.45,50,
321,1459,1459.265,24.3210833333,20220426 13:45:01,5,0.42,2.1,5,0.43,2.15,51,
322,1599,1599.26,26.6543333333,20220426 13:47:21,5,0.4,2.0,5,0.64,3.2,0,
323,1600,1600.257,26.67095,20220426 13:47:22,5,0.47,2.35,5,0.66,3.3,1,
324,1601,1601.264,26.6877333333,20220426 13:47:23,5,0.49,2.45,5,0.72,3.6,2,
325,1602,1602.264,26.7044,20220426 13:47:24,5,0.47,2.35,5,0.78,3.9,3,
326,1603,1603.257,26.72095,20220426 13:47:25,5,0.47,2.35,5,0.77,3.85,4,
327,1604,1604.257,26.7376166667,20220426 13:47:26,5,0.46,2.3,5,0.81,4.05,5,
328,1605,1605.264,26.7544,20220426 13:47:27,5,0.5,2.5,5,0.66,3.3,6,
329,1606,1606.259,26.7709833333,20220426 13:47:28,5,0.49,2.45,5,0.78,3.9,7,
330,1607,1607.257,26.7876166667,20220426 13:47:29,5,0.5,2.5,5,0.61,3.05,8,
331,1608,1608.262,26.8043666667,20220426 13:47:30,5,0.45,2.25,5,0.75,3.75,9,
332,1609,1609.264,26.8210666667,20220426 13:47:31,5,0.41,2.05,5,0.58,2.9,10,
333,1610,1610.259,26.83765,20220426 13:47:32,5,0.4,2.0,5,0.42,2.1,11,
334,1611,1611.257,26.8542833333,20220426 13:47:33,5,0.47,2.35,5,0.76,3.8,12,
335,1612,1612.256,26.8709333333,20220426 13:47:34,5,0.47,2.35,5,0.76,3.8,13,
336,1613,1613.258,26.8876333333,20220426 13:47:35,5,0.47,2.35,5,0.78,3.9,14,
337,1614,1614.264,26.9044,20220426 13:47:36,5,0.47,2.35,5,0.78,3.9,15,
338,1615,1615.261,26.9210166667,20220426 13:47:37,5,0.46,2.3,5,0.75,3.75,16,
339,1616,1616.26,26.9376666667,20220426 13:47:38,5,0.45,2.25,5,0.52,2.6,17,
340,1617,1617.264,26.9544,20220426 13:47:39,5,0.41,2.05,5,0.5,2.5,18,
341,1618,1618.259,26.9709833333,20220426 13:47:40,5,0.47,2.35,5,0.74,3.7,19,
342,1619,1619.256,26.9876,20220426 13:47:41,5,0.44,2.2,5,0.75,3.75,20,
343,1620,1620.258,27.0043,20220426 13:47:42,5,0.41,2.05,5,0.46,2.3,21,
344,1621,1621.263,27.02105,20220426 13:47:43,5,0.4,2.0,5,0.47,2.35,22,
345,1622,1622.256,27.0376,20220426 13:47:44,5,0.41,2.05,5,0.75,3.75,23,
346,1623,1623.26,27.0543333333,20220426 13:47:45,5,0.4,2.0,5,0.46,2.3,24,
347,1624,1624.263,27.07105,20220426 13:47:46,5,0.41,2.05,5,0.81,4.05,25,
348,1625,1625.259,27.08765,20220426 13:47:47,5,0.42,2.1,5,0.78,3.9,26,
349,1626,1626.264,27.1044,20220426 13:47:48,5,0.4,2.0,5,0.49,2.45,27,
350,1627,1627.256,27.1209333333,20220426 13:47:49,5,0.4,2.0,5,0.49,2.45,28,
351,1628,1628.264,27.1377333333,20220426 13:47:50,5,0.4,2.0,5,0.41,2.05,29,
352,1629,1629.259,27.1543166667,20220426 13:47:51,5,0.47,2.35,5,0.75,3.75,30,
353,1630,1630.255,27.1709166667,20220426 13:47:52,5,0.41,2.05,5,0.8,4.0,31,
354,1631,1631.259,27.18765,20220426 13:47:53,5,0.41,2.05,5,0.5,2.5,32,
355,1632,1632.264,27.2044,20220426 13:47:54,5,0.41,2.05,5,0.41,2.05,33,
356,1633,1633.257,27.22095,20220426 13:47:55,5,0.41,2.05,5,0.88,4.4,34,
357,1634,1634.257,27.2376166667,20220426 13:47:56,5,0.41,2.05,5,0.82,4.1,35,
358,1635,1635.264,27.2544,20220426 13:47:57,5,0.4,2.0,5,0.49,2.45,36,
359,1636,1636.256,27.2709333333,20220426 13:47:58,5,0.4,2.0,5,0.41,2.05,37,
360,1637,1637.264,27.2877333333,20220426 13:47:59,5,0.4,2.0,5,0.71,3.55,38,
361,1638,1638.257,27.3042833333,20220426 13:48:00,5,0.46,2.3,5,0.81,4.05,39,
362,1639,1639.262,27.3210333333,20220426 13:48:01,5,0.45,2.25,5,0.91,4.55,40,
363,1640,1640.259,27.33765,20220426 13:48:02,5,0.41,2.05,5,0.84,4.2,41,
364,1641,1641.256,27.3542666667,20220426 13:48:03,5,0.4,2.0,5,0.66,3.3,42,
365,1642,1642.264,27.3710666667,20220426 13:48:04,5,0.4,2.0,5,0.65,3.25,43,
366,1643,1643.264,27.3877333333,20220426 13:48:05,5,0.4,2.0,5,0.64,3.2,44,
367,1644,1644.258,27.4043,20220426 13:48:06,5,0.41,2.05,5,0.49,2.45,45,
368,1645,1645.264,27.4210666667,20220426 13:48:07,5,0.41,2.05,5,0.8,4.0,46,
369,1646,1646.257,27.4376166667,20220426 13:48:08,5,0.41,2.05,5,0.8,4.0,47,
370,1647,1647.263,27.4543833333,20220426 13:48:09,5,0.41,2.05,5,0.68,3.4,48,
371,1648,1648.263,27.47105,20220426 13:48:10,5,0.55,2.75,5,0.85,4.25,49,
372,1649,1649.263,27.4877166667,20220426 13:48:11,5,0.41,2.05,5,0.49,2.45,50,
373,1650,1650.257,27.5042833333,20220426 13:48:12,5,0.4,2.0,5,0.41,2.05,51,
374,1789,1789.259,29.8209833333,20220426 13:50:31,5,0.4,2.0,5,0.45,2.25,0,
375,1790,1790.261,29.8376833333,20220426 13:50:32,5,0.43,2.15,5,0.69,3.45,1,
376,1791,1791.26,29.8543333333,20220426 13:50:33,5,0.49,2.45,5,0.46,2.3,2,
377,1792,1792.258,29.8709666667,20220426 13:50:34,5,0.51,2.55,5,0.6,3.0,3,
378,1793,1793.257,29.8876166667,20220426 13:50:35,5,0.47,2.35,5,0.78,3.9,4,
379,1794,1794.26,29.9043333333,20220426 13:50:36,5,0.41,2.05,5,0.78,3.9,5,
380,1795,1795.258,29.9209666667,20220426 13:50:37,5,0.42,2.1,5,0.53,2.65,6,
381,1796,1796.257,29.9376166667,20220426 13:50:38,5,0.42,2.1,5,0.71,3.55,7,
382,1797,1797.26,29.9543333333,20220426 13:50:39,5,0.55,2.75,5,0.62,3.1,8,
383,1798,1798.26,29.971,20220426 13:50:40,5,0.41,2.05,5,0.8,4.0,9,
384,1799,1799.259,29.98765,20220426 13:50:41,5,0.49,2.45,5,0.49,2.45,10,
385,1800,1800.26,30.0043333333,20220426 13:50:42,5,0.41,2.05,5,0.67,3.35,11,
386,1801,1801.262,30.0210333333,20220426 13:50:43,5,0.41,2.05,5,0.79,3.95,12,
387,1802,1802.259,30.03765,20220426 13:50:44,5,0.47,2.35,5,0.76,3.8,13,
388,1803,1803.256,30.0542666667,20220426 13:50:45,5,0.47,2.35,5,0.76,3.8,14,
389,1804,1804.26,30.071,20220426 13:50:46,5,0.47,2.35,5,0.72,3.6,15,
390,1805,1805.257,30.0876166667,20220426 13:50:47,5,0.47,2.35,5,0.76,3.8,16,
391,1806,1806.259,30.1043166667,20220426 13:50:48,5,0.47,2.35,5,0.55,2.75,17,
392,1807,1807.257,30.12095,20220426 13:50:49,5,0.47,2.35,5,0.73,3.65,18,
393,1808,1808.261,30.1376833333,20220426 13:50:50,5,0.47,2.35,5,0.55,2.75,19,
394,1809,1809.261,30.15435,20220426 13:50:51,5,0.47,2.35,5,0.47,2.35,20,
395,1810,1810.258,30.1709666667,20220426 13:50:52,5,0.41,2.05,5,0.49,2.45,21,
396,1811,1811.26,30.1876666667,20220426 13:50:53,5,0.4,2.0,5,0.44,2.2,22,
397,1812,1812.257,30.2042833333,20220426 13:50:54,5,0.42,2.1,5,0.73,3.65,23,
398,1813,1813.257,30.22095,20220426 13:50:55,5,0.4,2.0,5,0.65,3.25,24,
399,1814,1814.257,30.2376166667,20220426 13:50:56,5,0.4,2.0,5,0.41,2.05,25,
400,1815,1815.26,30.2543333333,20220426 13:50:57,5,0.4,2.0,5,0.49,2.45,26,
401,1816,1816.257,30.27095,20220426 13:50:58,5,0.47,2.35,5,0.66,3.3,27,
402,1817,1817.26,30.2876666667,20220426 13:50:59,5,0.4,2.0,5,0.68,3.4,28,
403,1818,1818.256,30.3042666667,20220426 13:51:00,5,0.41,2.05,5,0.49,2.45,29,
404,1819,1819.257,30.32095,20220426 13:51:01,5,0.43,2.15,5,0.42,2.1,30,
405,1820,1820.258,30.3376333333,20220426 13:51:02,5,0.41,2.05,5,0.68,3.4,31,
406,1821,1821.26,30.3543333333,20220426 13:51:03,5,0.41,2.05,5,0.86,4.3,32,
407,1822,1822.261,30.3710166667,20220426 13:51:04,5,0.41,2.05,5,0.7,3.5,33,
408,1823,1823.258,30.3876333333,20220426 13:51:05,5,0.4,2.0,5,0.45,2.25,34,
409,1824,1824.264,30.4044,20220426 13:51:06,5,0.4,2.0,5,0.53,2.65,35,
410,1825,1825.256,30.4209333333,20220426 13:51:07,5,0.43,2.15,5,0.85,4.25,36,
411,1826,1826.259,30.43765,20220426 13:51:08,5,0.41,2.05,5,0.84,4.2,37,
412,1827,1827.258,30.4543,20220426 13:51:09,5,0.41,2.05,5,0.49,2.45,38,
413,1828,1828.261,30.4710166667,20220426 13:51:10,5,0.41,2.05,5,0.46,2.3,39,
414,1829,1829.259,30.48765,20220426 13:51:11,5,0.41,2.05,5,0.67,3.35,40,
415,1830,1830.257,30.5042833333,20220426 13:51:12,5,0.41,2.05,5,0.66,3.3,41,
416,1831,1831.259,30.5209833333,20220426 13:51:13,5,0.41,2.05,5,0.67,3.35,42,
417,1832,1832.259,30.53765,20220426 13:51:14,5,0.41,2.05,5,0.66,3.3,43,
418,1833,1833.265,30.5544166667,20220426 13:51:15,5,0.4,2.0,5,0.64,3.2,44,
419,1834,1834.263,30.57105,20220426 13:51:16,5,0.4,2.0,5,0.69,3.45,45,
420,1835,1835.261,30.5876833333,20220426 13:51:17,5,0.41,2.05,5,0.64,3.2,46,
421,1836,1836.258,30.6043,20220426 13:51:18,5,0.4,2.0,5,0.49,2.45,47,
422,1837,1837.259,30.6209833333,20220426 13:51:19,5,0.41,2.05,5,0.59,2.95,48,
423,1838,1838.259,30.63765,20220426 13:51:20,5,0.4,2.0,5,0.77,3.85,49,
424,1839,1839.259,30.6543166667,20220426 13:51:21,5,0.4,2.0,5,0.66,3.3,50,
425,1840,1840.258,30.6709666667,20220426 13:51:22,5,0.49,2.45,5,0.81,4.05,51,
426,1841,1841.262,30.6877,20220426 13:51:23,5,0.44,2.2,5,0.49,2.45,52,
427,1981,1981.257,33.02095,20220426 13:53:43,5,0.4,2.0,5,0.44,2.2,0,
428,1982,1982.256,33.0376,20220426 13:53:44,5,0.4,2.0,5,0.61,3.05,1,
429,1983,1983.262,33.0543666667,20220426 13:53:45,5,0.49,2.45,5,0.71,3.55,2,
430,1984,1984.264,33.0710666667,20220426 13:53:46,5,0.57,2.85,5,0.7,3.5,3,
431,1985,1985.256,33.0876,20220426 13:53:47,5,0.51,2.55,5,0.73,3.65,4,
432,1986,1986.256,33.1042666667,20220426 13:53:48,5,0.45,2.25,5,0.78,3.9,5,
433,1987,1987.256,33.1209333333,20220426 13:53:49,5,0.4,2.0,5,0.83,4.15,6,
434,1988,1988.264,33.1377333333,20220426 13:53:50,5,0.49,2.45,5,0.49,2.45,7,
435,1989,1989.256,33.1542666667,20220426 13:53:51,5,0.49,2.45,5,0.64,3.2,8,
436,1990,1990.256,33.1709333333,20220426 13:53:52,5,0.51,2.55,5,0.78,3.9,9,
437,1991,1991.264,33.1877333333,20220426 13:53:53,5,0.49,2.45,5,0.64,3.2,10,
438,1992,1992.256,33.2042666667,20220426 13:53:54,5,0.41,2.05,5,0.49,2.45,11,
439,1993,1993.255,33.2209166667,20220426 13:53:55,5,0.4,2.0,5,0.41,2.05,12,
440,1994,1994.256,33.2376,20220426 13:53:56,5,0.47,2.35,5,0.78,3.9,13,
441,1995,1995.255,33.25425,20220426 13:53:57,5,0.47,2.35,5,0.75,3.75,14,
442,1996,1996.26,33.271,20220426 13:53:58,5,0.47,2.35,5,0.74,3.7,15,
443,1997,1997.256,33.2876,20220426 13:53:59,5,0.47,2.35,5,0.75,3.75,16,
444,1998,1998.264,33.3044,20220426 13:54:00,5,0.47,2.35,5,0.75,3.75,17,
445,1999,1999.263,33.32105,20220426 13:54:01,5,0.48,2.4,5,0.46,2.3,18,
446,2000,2000.255,33.3375833333,20220426 13:54:02,5,0.4,2.0,5,0.51,2.55,19,
447,2001,2001.255,33.35425,20220426 13:54:03,5,0.47,2.35,5,0.7,3.5,20,
448,2002,2002.264,33.3710666667,20220426 13:54:04,5,0.47,2.35,5,0.76,3.8,21,
449,2003,2003.256,33.3876,20220426 13:54:05,5,0.45,2.25,5,0.74,3.7,22,
450,2004,2004.256,33.4042666667,20220426 13:54:07,5,0.41,2.15,5,0.81,4.05,23,
451,2005,2005.773,33.42955,20220426 13:54:07,5,0.43,2.15,5,0.81,4.05,24,
452,2006,2006.264,33.4377333333,20220426 13:54:08,5,0.43,2.15,5,0.7,3.5,25,
453,2007,2007.255,33.45425,20220426 13:54:09,5,0.4,2.0,5,0.46,2.3,26,
454,2008,2008.255,33.4709166667,20220426 13:54:10,5,0.4,2.0,5,0.68,3.4,27,
455,2009,2009.264,33.4877333333,20220426 13:54:11,5,0.45,2.25,5,0.85,4.25,28,
456,2010,2010.255,33.50425,20220426 13:54:12,5,0.42,2.1,5,0.64,3.2,29,
457,2011,2011.259,33.5209833333,20220426 13:54:13,5,0.41,2.05,5,0.49,2.45,30,
458,2012,2012.256,33.5376,20220426 13:54:14,5,0.4,2.0,5,0.6,3.0,31,
459,2013,2013.264,33.5544,20220426 13:54:15,5,0.45,2.25,5,0.8,4.0,32,
460,2014,2014.255,33.5709166667,20220426 13:54:16,5,0.4,2.0,5,0.49,2.45,33,
461,2015,2015.262,33.5877,20220426 13:54:17,5,0.41,2.05,5,0.41,2.05,34,
462,2016,2016.255,33.60425,20220426 13:54:18,5,0.4,2.0,5,0.81,4.05,35,
463,2017,2017.255,33.6209166667,20220426 13:54:19,5,0.41,2.05,5,0.64,3.2,36,
464,2018,2018.259,33.63765,20220426 13:54:20,5,0.4,2.0,5,0.41,2.05,37,
465,2019,2019.255,33.65425,20220426 13:54:21,5,0.4,2.0,5,0.75,3.75,38,
466,2020,2020.263,33.67105,20220426 13:54:22,5,0.47,2.35,5,0.8,4.0,39,
467,2021,2021.255,33.6875833333,20220426 13:54:23,5,0.4,2.0,5,0.65,3.25,40,
468,2022,2022.264,33.7044,20220426 13:54:24,5,0.4,2.0,5,0.69,3.45,41,
469,2023,2023.255,33.7209166667,20220426 13:54:25,5,0.4,2.0,5,0.68,3.4,42,
470,2024,2024.264,33.7377333333,20220426 13:54:26,5,0.41,2.05,5,0.67,3.35,43,
471,2025,2025.258,33.7543,20220426 13:54:27,5,0.4,2.0,5,0.64,3.2,44,
472,2026,2026.256,33.7709333333,20220426 13:54:28,5,0.4,2.0,5,0.49,2.45,45,
473,2027,2027.264,33.7877333333,20220426 13:54:29,5,0.4,2.0,5,0.41,2.05,46,
474,2028,2028.255,33.80425,20220426 13:54:30,5,0.41,2.05,5,0.7,3.5,47,
475,2029,2029.262,33.8210333333,20220426 13:54:31,5,0.41,2.05,5,0.66,3.3,48,
476,2030,2030.263,33.8377166667,20220426 13:54:32,5,0.47,2.35,5,0.8,4.0,49,
477,2031,2031.255,33.85425,20220426 13:54:33,5,0.47,2.35,5,0.64,3.2,50,
478,2032,2032.263,33.87105,20220426 13:54:34,5,0.41,2.05,5,0.5,2.5,51,
479,2033,2033.256,33.8876,20220426 13:54:35,5,0.49,2.45,5,0.6,3.0,52,
480,2034,2034.262,33.9043666667,20220426 13:54:36,5,0.41,2.05,5,0.49,2.45,53,
481,2174,2174.257,36.2376166667,20220426 13:56:56,5,0.4,2.0,5,0.56,2.8,0,
482,2175,2175.26,36.2543333333,20220426 13:56:57,5,0.51,2.55,5,0.6,3.0,1,
483,2176,2176.263,36.27105,20220426 13:56:58,5,0.62,3.1,5,0.68,3.4,2,
484,2177,2177.257,36.2876166667,20220426 13:56:59,5,0.47,2.35,5,0.75,3.75,3,
485,2178,2178.257,36.3042833333,20220426 13:57:00,5,0.47,2.35,5,0.77,3.85,4,
486,2179,2179.263,36.32105,20220426 13:57:01,5,0.47,2.35,5,0.73,3.65,5,
487,2180,2180.259,36.33765,20220426 13:57:02,5,0.41,2.05,5,0.84,4.2,6,
488,2181,2181.26,36.3543333333,20220426 13:57:03,5,0.49,2.45,5,0.49,2.45,7,
489,2182,2182.26,36.371,20220426 13:57:04,5,0.51,2.55,5,0.66,3.3,8,
490,2183,2183.262,36.3877,20220426 13:57:05,5,0.49,2.45,5,0.7,3.5,9,
491,2184,2184.26,36.4043333333,20220426 13:57:06,5,0.41,2.05,5,0.46,2.3,10,
492,2185,2185.262,36.4210333333,20220426 13:57:07,5,0.4,2.0,5,0.72,3.6,11,
493,2186,2186.259,36.43765,20220426 13:57:08,5,0.47,2.35,5,0.74,3.7,12,
494,2187,2187.256,36.4542666667,20220426 13:57:09,5,0.47,2.35,5,0.74,3.7,13,
495,2188,2188.263,36.47105,20220426 13:57:10,5,0.47,2.35,5,0.74,3.7,14,
496,2189,2189.258,36.4876333333,20220426 13:57:11,5,0.47,2.35,5,0.74,3.7,15,
497,2190,2190.259,36.5043166667,20220426 13:57:12,5,0.45,2.25,5,0.69,3.45,16,
498,2191,2191.258,36.5209666667,20220426 13:57:13,5,0.41,2.05,5,0.46,2.3,17,
499,2192,2192.261,36.5376833333,20220426 13:57:14,5,0.45,2.25,5,0.46,2.3,18,
500,2193,2193.26,36.5543333333,20220426 13:57:15,5,0.47,2.35,5,0.78,3.9,19,
501,2194,2194.258,36.5709666667,20220426 13:57:16,5,0.47,2.35,5,0.71,3.55,20,
502,2195,2195.26,36.5876666667,20220426 13:57:18,5,0.43,2.15,5,0.67,2.45,21,
503,2196,2196.539,36.6089833333,20220426 13:57:18,5,0.41,2.05,5,0.49,2.45,22,
504,2197,2197.263,36.62105,20220426 13:57:19,5,0.41,2.05,5,0.68,3.4,23,
505,2198,2198.259,36.63765,20220426 13:57:20,5,0.41,2.05,5,0.72,3.6,24,
506,2199,2199.262,36.6543666667,20220426 13:57:21,5,0.4,2.0,5,0.49,2.45,25,
507,2200,2200.256,36.6709333333,20220426 13:57:22,5,0.41,2.05,5,0.41,2.05,26,
508,2201,2201.258,36.6876333333,20220426 13:57:23,5,0.41,2.05,5,0.66,3.3,27,
509,2202,2202.255,36.70425,20220426 13:57:24,5,0.41,2.05,5,0.79,3.95,28,
510,2203,2203.265,36.7210833333,20220426 13:57:25,5,0.43,2.15,5,0.74,3.7,29,
511,2204,2204.259,36.73765,20220426 13:57:26,5,0.41,2.05,5,0.41,2.05,30,
512,2205,2205.258,36.7543,20220426 13:57:27,5,0.41,2.05,5,0.41,2.05,31,
513,2206,2206.258,36.7709666667,20220426 13:57:28,5,0.47,2.35,5,0.71,3.55,32,
514,2207,2207.255,36.7875833333,20220426 13:57:29,5,0.41,2.05,5,0.87,4.35,33,
515,2208,2208.256,36.8042666667,20220426 13:57:30,5,0.41,2.05,5,0.47,2.35,34,
516,2209,2209.259,36.8209833333,20220426 13:57:31,5,0.41,2.05,5,0.45,2.25,35,
517,2210,2210.265,36.83775,20220426 13:57:32,5,0.41,2.05,5,0.91,4.55,36,
518,2211,2211.259,36.8543166667,20220426 13:57:33,5,0.41,2.05,5,0.5,2.5,37,
519,2212,2212.256,36.8709333333,20220426 13:57:34,5,0.41,2.05,5,0.56,2.8,38,
520,2213,2213.257,36.8876166667,20220426 13:57:35,5,0.42,2.1,5,0.65,3.25,39,
521,2214,2214.255,36.90425,20220426 13:57:36,5,0.45,2.25,5,0.67,3.35,40,
522,2215,2215.259,36.9209833333,20220426 13:57:37,5,0.4,2.0,5,0.81,4.05,41,
523,2216,2216.255,36.9375833333,20220426 13:57:38,5,0.41,2.05,5,0.69,3.45,42,
524,2217,2217.256,36.9542666667,20220426 13:57:39,5,0.4,2.0,5,0.72,3.6,43,
525,2218,2218.263,36.97105,20220426 13:57:40,5,0.41,2.05,5,0.41,2.05,44,
526,2219,2219.263,36.9877166667,20220426 13:57:41,5,0.4,2.0,5,0.52,2.6,45,
527,2220,2220.258,37.0043,20220426 13:57:42,5,0.4,2.0,5,0.83,4.15,46,
528,2221,2221.264,37.0210666667,20220426 13:57:43,5,0.49,2.45,5,0.77,3.85,47,
529,2222,2222.259,37.03765,20220426 13:57:44,5,0.49,2.45,5,0.61,3.05,48,
530,2223,2223.259,37.0543166667,20220426 13:57:45,5,0.41,2.05,5,0.41,2.05,49,
531,447,447.238,7.4539666667,20220429 17:44:42,5,0.41,2.05,5,0.63,3.15,0,50.25
532,448,448.235,7.4705833333,20220429 17:44:43,5,0.5,2.5,5,0.49,2.45,1,50.0
533,449,449.239,7.4873166667,20220429 17:44:44,5,0.57,2.85,5,0.73,3.65,2,50.75
534,450,450.23,7.5038333333,20220429 17:44:45,5,0.47,2.35,5,0.7,3.5,3,51.0
535,451,451.236,7.5206,20220429 17:44:46,5,0.47,2.35,5,0.75,3.75,4,51.5
536,452,452.232,7.5372,20220429 17:44:47,5,0.45,2.25,5,0.77,3.85,5,52.0
537,453,453.232,7.5538666667,20220429 17:44:48,5,0.41,2.05,5,0.49,2.45,6,52.75
538,454,454.238,7.5706333333,20220429 17:44:49,5,0.49,2.45,5,0.63,3.15,7,53.5
539,455,455.232,7.5872,20220429 17:44:50,5,0.46,2.3,5,0.91,4.55,8,54.0
540,456,456.238,7.6039666667,20220429 17:44:51,5,0.41,2.05,5,0.67,3.35,9,53.75
541,457,457.238,7.6206333333,20220429 17:44:52,5,0.41,2.05,5,0.7,3.5,10,54.5
542,458,458.236,7.6372666667,20220429 17:44:53,5,0.41,2.05,5,0.5,2.5,11,54.75
543,459,459.233,7.6538833333,20220429 17:44:54,5,0.41,2.05,5,0.41,2.05,12,54.75
544,460,460.231,7.6705166667,20220429 17:44:55,5,0.41,2.05,5,0.9,4.5,13,54.5
545,461,461.238,7.6873,20220429 17:44:56,5,0.43,2.15,5,0.73,3.65,14,54.0
546,462,462.235,7.7039166667,20220429 17:44:57,5,0.47,2.35,5,0.75,3.75,15,54.0
547,463,463.233,7.72055,20220429 17:44:58,5,0.47,2.35,5,0.76,3.8,16,54.0
548,464,464.235,7.73725,20220429 17:44:59,5,0.47,2.35,5,0.74,3.7,17,54.75
549,465,465.233,7.7538833333,20220429 17:45:00,5,0.47,2.35,5,0.72,3.6,18,55.25
550,466,466.233,7.77055,20220429 17:45:01,5,0.47,2.35,5,0.78,3.9,19,55.75
551,467,467.238,7.7873,20220429 17:45:02,5,0.47,2.35,5,0.79,3.95,20,56.25
552,468,468.236,7.8039333333,20220429 17:45:03,5,0.47,2.35,5,0.75,3.75,21,56.5
553,469,469.23,7.8205,20220429 17:45:04,5,0.41,2.05,5,0.64,3.2,22,56.75
554,470,470.233,7.8372166667,20220429 17:45:05,5,0.41,2.05,5,0.41,2.05,23,57.0
555,471,471.235,7.8539166667,20220429 17:45:06,5,0.43,2.15,5,0.66,3.3,24,56.0
556,472,472.233,7.87055,20220429 17:45:07,5,0.41,2.05,5,0.46,2.3,25,55.75
557,473,473.232,7.8872,20220429 17:45:08,5,0.41,2.05,5,0.41,2.05,26,56.0
558,474,474.233,7.9038833333,20220429 17:45:09,5,0.41,2.05,5,0.83,4.15,27,55.75
559,475,475.235,7.9205833333,20220429 17:45:10,5,0.41,2.05,5,0.73,3.65,28,55.0
560,476,476.237,7.9372833333,20220429 17:45:11,5,0.41,2.05,5,0.41,2.05,29,55.25
561,477,477.239,7.9539833333,20220429 17:45:12,5,0.41,2.05,5,0.41,2.05,30,55.75
562,478,478.236,7.9706,20220429 17:45:13,5,0.47,2.35,5,0.73,3.65,31,55.0
563,479,479.232,7.9872,20220429 17:45:14,5,0.46,2.3,5,0.8,4.0,32,55.25
564,480,480.234,8.0039,20220429 17:45:15,5,0.41,2.05,5,0.5,2.5,33,55.75
565,481,481.234,8.0205666667,20220429 17:45:16,5,0.41,2.05,5,0.49,2.45,34,56.5
566,482,482.24,8.0373333333,20220429 17:45:17,5,0.41,2.05,5,0.75,3.75,35,56.25
567,483,483.231,8.05385,20220429 17:45:18,5,0.41,2.05,5,0.86,4.3,36,55.5
568,484,484.239,8.07065,20220429 17:45:19,5,0.41,2.05,5,0.46,2.3,37,55.5
569,485,485.236,8.0872666667,20220429 17:45:20,5,0.41,2.05,5,0.41,2.05,38,56.25
